owncloud_issue_id,owncloud_issue_text,owncloud_issue_body,owncloud_create_time,distance,nextcloud_review_id,nextcloud_review_text,nextcloud_create_time,bug 1,bug 2,Ô­150Ìõ,,,
541509438,Ability to change sync start date to the past,"As follow up from https://github.com/owncloud/android/pull/2679 I miss tons of pictures on my wife's phone in our ownCloud.
To be able to sync to missing pictures/videos I've to change change sync start date, the only way was to do it in database as a pro-feature
This pull request has hard coded strings, but for me it works. I want to share it with you, but it's up to you how you proceed with: close unmerged, improve or merge

![image](https://user-images.githubusercontent.com/3314607/71328222-d5375100-2513-11ea-80fe-02b1fc3e2d2e.png)
",2019/12/22 22:36,0.8949,gp:AOqpTOEOy2JS2lJ16s8ERdFf2F7qY8zrm79gXEB6MU9r5ZpG5HlVR09hlkiaQ9-YeIlzFc1b4dc142dcr6w_oP4,Works mostly. Has some stability issues. Misses the mandatory contact and calendar sync support. I Hope it improves over time.,2020/10/9 11:57,,,,,,
337823384,App cannot open folders with name that contains a space,"### Actual behaviour
-Tell us what happens
When trying to open folder or upload to folders containing space in their name, the app fails to do so. For example opening folder ""My Files"" will not work, whereas ""My-Files"" will be opened.

### Expected behaviour
-Tell us what should happen
 The app should open folders containing a space in their name.

### Steps to reproduce
1.Make a folder with space in the name 
2. Try to open it


Can this problem be reproduced with the official owncloud server?
(url: https://demo.owncloud.org, user: test, password: test)


### Environment data
Android version: Lineage OS 15.1 (Oreo)

Device model: Xiaomi Redmi Note 5 Pro

Stock or customized system: Customized

ownCloud app version: version 2.7.0

ownCloud server version: 10.0.9

### Logs
#### App log

```
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: Synchronized /Documents/Physics/Krasi/Project Polyrad/: HTTP violation
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: org.apache.commons.httpclient.URIException: escaped absolute path not valid
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at org.apache.commons.httpclient.URI.setRawPath(URI.java:2837)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at org.apache.commons.httpclient.URI.parseUriReference(URI.java:2023)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at org.apache.commons.httpclient.URI.<init>(URI.java:167)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.lib.common.OwnCloudClient.followRedirection(OwnCloudClient.java:323)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.lib.common.OwnCloudClient.executeMethod(OwnCloudClient.java:239)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.lib.resources.files.ReadRemoteFolderOperation.run(ReadRemoteFolderOperation.java:79)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.runOperation(RemoteOperation.java:266)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.execute(RemoteOperation.java:142)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.operations.SynchronizeFolderOperation.fetchRemoteFolder(SynchronizeFolderOperation.java:253)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.operations.SynchronizeFolderOperation.run(SynchronizeFolderOperation.java:206)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.runOperation(RemoteOperation.java:266)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.execute(RemoteOperation.java:142)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.operations.common.SyncOperation.execute(SyncOperation.java:91)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.operations.RefreshFolderOperation.run(RefreshFolderOperation.java:143)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.runOperation(RemoteOperation.java:266)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.run(RemoteOperation.java:232)
07-03 12:43:53.739  4301 12666 E ReadRemoteFolderOperation: 	at java.lang.Thread.run(Thread.java:764)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: Checked cdutsov@oc.tdcr.xyz/Documents/Physics/Krasi/Project Polyrad/ : HTTP violation
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: org.apache.commons.httpclient.URIException: escaped absolute path not valid
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at org.apache.commons.httpclient.URI.setRawPath(URI.java:2837)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at org.apache.commons.httpclient.URI.parseUriReference(URI.java:2023)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at org.apache.commons.httpclient.URI.<init>(URI.java:167)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.lib.common.OwnCloudClient.followRedirection(OwnCloudClient.java:323)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.lib.common.OwnCloudClient.executeMethod(OwnCloudClient.java:239)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.lib.resources.files.ReadRemoteFolderOperation.run(ReadRemoteFolderOperation.java:79)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.runOperation(RemoteOperation.java:266)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.execute(RemoteOperation.java:142)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.operations.SynchronizeFolderOperation.fetchRemoteFolder(SynchronizeFolderOperation.java:253)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.operations.SynchronizeFolderOperation.run(SynchronizeFolderOperation.java:206)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.runOperation(RemoteOperation.java:266)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.execute(RemoteOperation.java:142)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.operations.common.SyncOperation.execute(SyncOperation.java:91)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.operations.RefreshFolderOperation.run(RefreshFolderOperation.java:143)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.runOperation(RemoteOperation.java:266)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at com.owncloud.android.lib.common.operations.RemoteOperation.run(RemoteOperation.java:232)
07-03 12:43:53.739  4301 12666 E SynchronizeFolderOperation: 	at java.lang.Thread.run(Thread.java:764)
```

",2018/7/3 9:47,0.9103,gp:AOqpTOE988v0hlGdxzvpmxnCjK1j6ZNJjiH1GxPcJnjKAg3VN3tO5DIYtcVo0yRLTfHnhWQgSrffDmt8VW22Rd8,"Brilliant. What would be good is to be able to open tabs within nextcloud, so that one could open Talk and at the same time have access to one's folders",2020/9/28 10:47,,,,,,
49286096,Auto upload not working on HTC One X,"Hey Devs,

Just a heads up saying the auto upload functionality doesn't work on my wife's HTC One X.

Client:
Android version 4.2.2
ownCloud Android App version 1.6.1
Device is not rooted, just plain HTC Sense out of the box with all software updated to the newest version.

Server:
Owncloud server version 7.0.3-1 from suse repository
debian_version 6.0.10

Tried:
Rebooting android phone
Rebooting ownCloud server
Checking for updates, all was up to date.
Checking/Unchecking auto upload
Checking/Unchecking auto upload only on wifi
Using different Camera app ""Vignette"", saving photo's to DCIM folder
",2014/11/18 19:59,0.907,gp:AOqpTOGJEzQuhhVqenBdcNMP1KGZQ8SzvKGsM4bAutqwb3evJ8CjnGvs0iNRX-rsUs3Xm1HB3A1Nss7r40A-g4w,"The main reason I use this app is auto upload and it is not working, it worked for once tbh.",2020/9/26 16:36,,,,,,
15740772,(As an ownCloud Android user I want) file size to be less confusing,"Currently the file size is shown in different cardinalities. This is very strange when there__ one file Â»5 MBÂ« and another file Â»145.98 kBÂ« _ the second one seems to be bigger from first sight because it has a bigger number.

Instead, all file sizes should be shown in MB, and exactly one decimal unit (even 5.0 for 5). Differing from the web interface though we should show the Â»MBÂ« unit after each value though because there is no table heading.

For sizes below 0.1 MB, show Â»<0.1 MBÂ« _ because a file below that size will be downloaded instantly anyway, almost regardless of network. For sizes above 1000 MB, show Â»>1000 MBÂ«, because a file above that size will take a looong time to download (the exact size and progress should be shown on the download bar screen as feedback).
",2013/6/19 11:59,0.9089,gp:AOqpTOEq3jsWxUHSNSgXRZBgUsjbDee7cH5660yNyLh7BB9F8hqkWe3ZICqOIo0eCnLdpcGHkFQUm8yiJKQvkC0,Very limited features. Owncloud app much more rich. Might consider replacing with owncloud server just for their android app! Aug/20 Improvement on latest update 3.13.,2020/9/2 22:40,,,,,,
24476331,Refactor remote operation to upload file,,2013/12/18 8:44,0.9116,gp:AOqpTOFnuvvHLCSdd3ijUM2YhE0xgE8405zTLC18lTbBW1SJqnSKMcp3ZWeTYsC8zwADtwXo40nqfgdHhnaaw_E,auto upload doesn't work and provides no log file to investigate,2020/8/27 7:38,,,,,,
157736234,Get notifications from Announcement Center to the Android app as well,"To be able to get a broader reach the Android app should get notifications from the Announcement Center as well. 

@jancborchardt What about adding a box for ""send to mobile devices""?

@nickvergessen Could this be implemented to reach clients as well - iOS | Andoid | Desktop Client?
",2016/5/31 18:16,0.8955,gp:AOqpTOEBo4n64CPKqspjwxipt3DuRvymYIZm7TEZ73i3rC1Lwv7dHJ5-X8k2C5w76Gtzng8QslaCEPRp4YoPXG0,"Love all the updates over the years, and in-app text editing is a great addition. Would love for push notifications to function since I use NC app approval as a form of backup 2FA, but it's not worth taking away any stars since I can just open the app and go to the notifications section to approve the login. People complaining about the app/server sync not working or other issues clearly have no idea what they're doing, been running NextCloud at home for over five years now with no problems.",2020/8/5 9:44,,,,,,
161877885,Fix crash when adding a saml account,"Fixes #1719 
",2016/6/23 9:27,0.9056,gp:AOqpTOGhlzAMhSvWNfRO3-QBzSX1diHRZdsITGcAjPxG6TnhCmVwcoM9Uw0z2hAjV8vpQYHYyUusaHGXDYqH9yM,Bad. Really bad. This app crashes too many times. And is required to have a GitHub account to send the crash report to the developers. Can you imagine that ?,2020/6/12 18:16,,,,,,
16309627,Check account existance when entering in the app through an activity showing preview or details of a file.,,2013/7/3 9:46,0.902,gp:AOqpTOF45o_sRZGyEDqVwJpjg8aYoW1e2FN9R-u3HkPU9FbY0FYORpe3A1lTQho5EG0kYZ8A7V_ssvE5GBlIxQQ,It has potential but it feels untested. First thing I did was try to delete all default documents. But selection in this app doesn't work.,2020/6/4 20:52,,,,,,
238909229,Configure BETA program in Play Store,"We are currently working on publishing the beta app in FDroid, so it would be a good moment to start to do the same in **Google Play Store**. 

There are two ways to set up beta tests in Play Store:
- **Closed beta**: to run a test with small groups or if **we know the exact users we want to test** the ownCloud app. Users in this test group can be managed by email address and only they will receive updates for the beta version (via link).
- **Open beta:** to run a test with a large group, **anyone can join the beta program** and submit private feedback. Since ownCloud app is in live production version, users can opt-in to the beta program from the app details in Play Store (It's possible to set a maximum number of beta testers)

In none of the options, testers can submit public reviews. 

## AC
- [x] Decide: closed or open beta // **Open beta**
- [x] Decide Feedback channel (let the users know how they can provide us with feedback): email address, private feedback through Play Store (only for open beta), github repository, central. // **Apps email**
- [x] Prepare beta release
- - [x] Create open release beta in Play Store.
- - [x] Upload a the beta signed apk. 
- - [x] Add beta release info in Play Store.
- [x] Send beta release to review.
- [x] Publish beta.

CC @michaelstingl @jesmrec @davivel",2017/6/27 16:26,0.8979,gp:AOqpTOFZSSa-FZv6OpT1khKf-oNquED985G2q9qYt8qvzDffQGxuy4xi_lbdtWtDit7NcpVLd3UDm8oTVZX3yes,Needs more functionality. Needs to be able to configure user settings like changing passwords and 2fa.,2020/5/12 2:48,,,,,,
26342063,Give additional information about failed uploads,"I use the instant-upload feature of the owncloud app to backup my photos. If there is a problem with my server, I can't find any detailed information in the app but have to do all the debugging on my server. It would be great to have some kind of switch to enable extended error-messages.
",2014/1/27 10:06,0.9062,gp:AOqpTOFPEog7QPKq13bbe8UhsoOMb45h3xbEj_UlcgJwjgENrgxK1LkeZ21PjBcKYhpcbdCYOIjP0FvIoW1u8uA,"Gets stuck during uploads, is quite slow when uploading multiple files, didn't understand how to disable notifications, etc... .",2020/5/11 21:29,,,,,,
104007622,[Clarification request] SETUP.md instructions. /setup_env.sh: line 7: android: command not found ,"I do have the `Android Studio` installed (but not the stand-alone tools), working with it since a while. I wanted to start OC development and followed the instructions in https://github.com/owncloud/android/blob/master/SETUP.md .

However, when running  `./setup_env.sh gradle` this fails on my machine in line 7 

```
/setup_env.sh: line 7: android: command not found.
```

Pls. assist, perhaps something is missing in the instructions, or not present in the PATH. If both the Android Studio and the stand-alone tools are needed, then it may be wise to add such a hint in the SETUP.md.
",2015/8/31 8:13,0.8918,gp:AOqpTOFCJniWbuN5pcUy4qYqOy4OmGbJKI70fq1aUxC_A_Y-lIgtSbfm-C6QhmdMhaGXb5u-3atAOztaTiv54Dk,Missing autosync feature. Without it this app is equivalent of fancy gui for ftp server,2020/5/2 16:51,,,,,,
367668851,Log in button only enabled when credentials are typed only during basic auth,"Fix to issue #2302.
_____
### BUGS & IMPROVEMENTS:

- [x] (1) Log in button does not reappear after rotating the screen [FIXED]
- [X] (2) After tapping URL, Log In button disappears https://github.com/owncloud/android/pull/2309#issuecomment-444187455  [FIXED]",2018/10/8 7:38,0.8978,gp:AOqpTOESQpd2aBvSY8a2pNie1U-uC0OuEcr6U5pn0UokHdqsfLFIWy9H4QKiJJixZM36lFwWgFAik3GFQfZek9M,Logging in with an active 2FA-totp is not working. I tried the normal and a separate decive/app password,2020/5/1 17:19,,,,,,
52604966,Android app doesn't show available content on WebDAV share,"## Expected behavior

If the ownCloud Android app is started it should connect to the ownCloud server and should show the available content of a user.
## Actual behavior

If the ownCloud Android app is started it connects to the ownCloud server but  the content of a user is not shown and the following messages are displayed:

```
Ladevorgang ...                       -> load process ...
Alles leer. Laden Sie etwas hoch!     -> All empty. Upload content!
```

The following messages can be found in the Apache2 log file, which indicated to me that a connection could be established:

```
""GET /owncloud/status.php HTTP/1.1"" 200 77 ""-"" ""Android-ownCloud"" 576 2948
""PROPFIND /owncloud/remote.php/webdav/ HTTP/1.1"" 207 632 ""-"" ""Android-ownCloud"" 341 1546
```

The owncloud.log file shows hundreds of these messages:

```
{""reqId"":""54972850dd112"",""app"":""core"",""message"":""DB execute with arguments : array (   0 => '13',   1 => '4fffea46331ab51134f008ce9b4671ef', )"",""level"":0,""time"":""2014-12-21 21:08:23+01:00"",""method"":""PROPFIND"",""url"":""\/owncloud\/remote.php\/webdav\/""}
{""reqId"":""54972850dd112"",""app"":""core"",""message"":""DB execute with arguments : array (   0 => '13',   1 => 'd41d8cd98f00b204e9800998ecf8427e', )"",""level"":0,""time"":""2014-12-21 21:08:24+01:00"",""method"":""PROPFIND"",""url"":""\/owncloud\/remote.php\/webdav\/""}
{""reqId"":""54972850dd112"",""app"":""core"",""message"":""DB execute with arguments : array (   0 => '13',   1 => 'ddbaf6bd108836d4afe269d86532a844', )"",""level"":0,""time"":""2014-12-21 21:08:24+01:00"",""method"":""PROPFIND"",""url"":""\/owncloud\/remote.php\/webdav\/""}
```

If I access the WebDAV share from my desktop PC or if I use the web browser on my Android device to access it, the available content is instantly shown.
## Steps to reproduce

1.) Start the ownCloud Android app
2.) refresh the screen
3.) wait ...
## Environment
#### Server Configuration

OS: Linux 3.2.54
Web server: Apache2 2.4.10 with **self-signed certificate**
Database: MySQL 5.1.73
PHP version: 5.4.35
ownCloud version: 7.0.4
#### Client Configuration

Operating system: Android 4.4.2
ownCloud Android app: v1.6.2
Wifi quality: excellent
Wifi speed: 65 Mbps
",2014/12/21 20:19,0.9012,gp:AOqpTOFBwmoKQvQZlZM6VoKsZi2Oukxm1G8RkikfRxIQ9GI5IRe3wKp_4ICM_ngfa0kQBiJ2pZFrUinXVGgGRqM,"Videos don't reliably play in the app, but work fine in a web browser.",2020/4/17 13:29,,,,,,
42377932,Restricted_Access app causes problems in displaying root folder,"When the Restricted_Access app is installed and active, users that are restricted from uploading to the root folder see none of the shared folders in ownCloud 7 when using the official ownCloud mobile client. 

When using the non-official ownCloud client, restircted users are able to see the root folder with the items that have been shared with them even when the root folder is not writeable (restricted). This is the correct behavior.
",2014/9/10 5:01,0.8981,gp:AOqpTOE_91aRrLvxCQGzM6tLu8sC-vIf_CsDhk-1c5jxJV3zOuPfs7TMAeVKy6rMtqrXQv8y1spdpejHrHn_73I,The app keeps crashing. I can't upload photos because of this. Please fix the problem.,2020/4/3 7:19,,,,,,
20256554,Fix fake creation of instant uploads folder when app is offline,,2013/9/30 11:31,0.9253,gp:AOqpTOEdEvOiy_GNpHTtXjmtQFGtOq3iaHEuqyhBUMmdbvJKQ2o-GPHlHiUAi1cEcFECIvUcnYzpTusk2LpB_nk,App hangs whenever I try to add a large folder with media to the auto upload section.,2020/4/2 3:01,,,,,,
33871764,Fixed accidental refresh when sending media file to other app,,2014/5/20 9:27,0.9128,gp:AOqpTOFC1tHb2a4fQ7rEcfru_Kf_DnBViCzPDBkzkQcedeFiRoUlGKGQ8NVJqC9IcABg7AkD2s220HkntWqZ4IM,Nice app but still has a lot to be desired such as custom directory sync and threaded uploads. It only uploads one file at a time at the moment.,2020/3/25 14:32,,,,,,
15967118,Keep folders in sync,"I'd love to see functionality like dropsync has to periodically perform syncs on whole directories recursively. Something like tap and hold on folder -> popup menu shows up with option keep folder in sync. 2-way-sync would be even better (thinking about keepass etc.)
",2013/6/25 8:45,0.893,gp:AOqpTOG99tNsxJ-sXPcWdOpmxRHW-JGcqInvTXMJy9EhFxfFXDPijA5AcxWOoIcPx_Sq8ZK-lqTqVOYuw09aJ04,It would be perfect if you could sync all files (old and newly created) from folders on instant upload.,2020/3/12 20:58,,,,,,
122170750,View Photos Temporarily without Downloading them to System,"One personal annoyance is that the ownCloud app downloads every image that I open on my devices to the internal storage. Sometimes, I want to view an image just temporarily and NOT have it automatically downloaded and stored to /sdcard/owncloud/.../.

Perhaps downloading them into a cache would be more proper, then if the user clicks the menu button, offer to let them download the image and then it would be appropriate to save it to /sdcard/owncloud/.../.

Otherwise every image I view from a different folder (and I have many, many folders) from the ownCloud app triggers Google Play Services to shoot me a notification asking if I want to backup that folder to Google Photos.
",2015/12/15 1:24,0.8963,gp:AOqpTOHznJtKs_vhJlYIuduX0Zeyro11noeWDHww6iRGuKoo0-RXMuoDKskaRTsGabRv4vuEziqxMu5l-P8U1Eo,"Just installed (Galaxy S8+), but...no option to upload all photos after initial install.",2020/3/10 2:40,,,,,,
8432504,app loses owncloud access data when installed in the SD card,"Every now and then after entering the apps security PIN I don't get to my owncloud root directory but get the configuration site where I should enter the URL and access details of my ownclod account. This is quite annoying as entering URLs and passwords with special characters on the mobile keyboard is rather unhandy.

Also after successfully reentering the account data it looks like the app does a full rescan of the file database which can take a while and eat a lot of battery depending on the size of the data in your owncloud.

The version of my app is 1.3.14
",2012/11/16 21:29,0.9069,gp:AOqpTOHdvA_OkOblmBpAF7G0QxCWmRo9rygxPZ5mouPSHkGzSCkRCv9YWpxOy9tWh-uDWEWo1Ehmfx0O2nlSWhU,"Good app. Better than owncloud. But need more features. 1. Connect using local ip when on specific wifi. 2. Cache/sync folder contents, rather than refreshing when folder is accessed. 3. Fix file uploads, it stops when app is not in use.",2020/3/1 13:53,,,,,,
29079400,Updated library reference to get fix of headers in OCS requests,,2014/3/10 8:46,0.8983,gp:AOqpTOHxiSMh6D3gDkOke6t9Stb0WV0d7oU6uNeqebgbPHv76R9iy0zcbg0CFbArAVLQCtsuo-Q77E3fa1uCqw8,Unable to upload the documents/pics due to some unknown error. Request help for the same.,2020/2/24 15:33,,,,,,
115552861,"Beta: 2015-11-05 Menu entry ""Upload images taken with camera"" is repeated in the config","Is there any difference between the two? 
",2015/11/6 17:40,0.9024,gp:AOqpTOHSMAHgtvDnORhcm9YS50ncHu_1-gO5LFJjAyJRvSAGcd_dI3K63GwTpTb26RtLkFyP1lrWYS5A5bkC_oA,"Pro: - Auto upload separate images and videos, so that I could setup upload images over data but save videos for wifi - Able to upload when connect to wifi even when app is not running in foreground Con: - Sometimes should see java stacktrace, which is OK for me (java developer), but might not for everyone.",2020/2/6 20:29,,,,,,
90029543,[Grid] As an OC Android user I want the grid mode to be shown only when the 100% of the files are images so that by default it will be used the file list view,"AC:
- By default it is  shown the list view. Unless 100% of the files in the folder are images (not counting subfolders of course) _ then the gallery (grid) view is used.

Note:
- This is the first step, then it will come other user stories where a button to switch between views will be included
- Related to: https://github.com/owncloud/android/issues/894
",2015/6/22 7:10,0.9098,gp:AOqpTOEzVpk5lcfObaN0r2DzKUD-ZvWiBTW51ys4Ai05Il-5XBN6Vk-sFU1r6eQdtKbzp3_71FeaScLNM4I4YLU,"Complete disappointment. It's not even close to replacing Google Drive, OneDrive or DropBox. Missing a simple command to simply download files to Android's default Downloads folder, but one has to look it up in some some obscure app data folder (assuming the user has a file manager installed). No document editing capability - not even for simple text files.",2020/1/19 12:38,,,,,,
49782809,Automated upload of files from selected folders out of local OC folder,"Hi,

just an idea:
My whatsapp folder is growing and growing and consuming lots of (rare) memory.
So the idea is to extend the instantupload to watch any folder that we specify.

With this all whatsapp images/videos will automatically be uploaded to owncloud. When I have no memory left I can go to owncloud and say ""delete local files"" on the whatsapp folder.
(And via root explorer I can delete all folders/images in /data/whatsapp).

Later it would be great if the files are not copied but remain on the original storage path.
Then it would be possible to delete the whatsapp images from within owncloud app, which would be a great benefit for all users that do not have root or do not know that files are duplicated (but this is another issue, that already exists: #346 ).

What do you think? Or do you have a better idea to solve this?

PR: #1650 
",2014/11/22 10:51,0.9448,gp:AOqpTOF4S1-jRrKtR1n601FzGaBel9U4yaz8XirjqB6PYDff7NFanPP_TN9ybBYbYvSae07JgtanpnQd26cnA2Y,Setting up own auto upload folder doesn't work. I can't select the folder.,2020/1/9 19:44,,,,,,
115392471,Beta: app crashes when copying a file ,"***********\* CAUSE OF ERROR ************

java.lang.NullPointerException: Attempt to invoke virtual method 'java.util.Iterator java.util.ArrayList.iterator()' on a null object reference
    at com.owncloud.android.ui.activity.FileDisplayActivity.requestCopyOperation(FileDisplayActivity.java:830)
    at com.owncloud.android.ui.activity.FileDisplayActivity.access$300(FileDisplayActivity.java:119)
    at com.owncloud.android.ui.activity.FileDisplayActivity$3.run(FileDisplayActivity.java:694)
    at android.os.Handler.handleCallback(Handler.java:739)
    at android.os.Handler.dispatchMessage(Handler.java:95)
    at android.os.Looper.loop(Looper.java:148)
    at android.app.ActivityThread.main(ActivityThread.java:5417)
    at java.lang.reflect.Method.invoke(Native Method)
    at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:726)
    at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:616)

***********\* DEVICE INFORMATION ***********
Brand: google
Device: hammerhead
Model: Nexus 5
Id: MRA58K
Product: hammerhead

***********\* FIRMWARE ************
SDK: 23
Release: 6.0
Incremental: 2256973
",2015/11/5 22:44,0.8937,gp:AOqpTOExiH3R0XUofGz9dg_mOX4DkiyyGdnO3dfp0YNtX0QfIMlJv99gw54d2xDsssHCkFT7O0Bc3SoT-x6wTLE,"Nice app, but the missing sync of old files in a folder is annoying",2019/12/8 9:35,,,,,,
125444936,"Beta 20160103: Error I got repeatedly when opening a share dialog (server was busy, no clue if relevant)","***********\* CAUSE OF ERROR ************

java.lang.IllegalStateException: Can not perform this action after onSaveInstanceState
    at android.support.v4.app.FragmentManagerImpl.checkStateLoss(FragmentManager.java:1489)
    at android.support.v4.app.FragmentManagerImpl.enqueueAction(FragmentManager.java:1507)
    at android.support.v4.app.BackStackRecord.commitInternal(BackStackRecord.java:634)
    at android.support.v4.app.BackStackRecord.commit(BackStackRecord.java:613)
    at android.support.v4.app.DialogFragment.dismissInternal(DialogFragment.java:201)
    at android.support.v4.app.DialogFragment.dismiss(DialogFragment.java:167)
    at com.owncloud.android.ui.activity.FileActivity.dismissLoadingDialog(FileActivity.java:885)
    at com.owncloud.android.ui.activity.FileActivity.onRemoteOperationFinish(FileActivity.java:731)
    at com.owncloud.android.ui.activity.ShareActivity.onRemoteOperationFinish(ShareActivity.java:164)
    at com.owncloud.android.utils.GetShareWithUsersAsyncTask.onPostExecute(GetShareWithUsersAsyncTask.java:92)
    at com.owncloud.android.utils.GetShareWithUsersAsyncTask.onPostExecute(GetShareWithUsersAsyncTask.java:44)
    at android.os.AsyncTask.finish(AsyncTask.java:651)
    at android.os.AsyncTask.-wrap1(AsyncTask.java)
    at android.os.AsyncTask$InternalHandler.handleMessage(AsyncTask.java:668)
    at android.os.Handler.dispatchMessage(Handler.java:102)
    at android.os.Looper.loop(Looper.java:148)
    at android.app.ActivityThread.main(ActivityThread.java:5417)
    at java.lang.reflect.Method.invoke(Native Method)
    at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:726)
    at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:616)

***********\* DEVICE INFORMATION ***********
Brand: google
Device: hammerhead
Model: Nexus 5
Id: MMB29K
Product: hammerhead

***********\* FIRMWARE ************
SDK: 23
Release: 6.0.1
Incremental: 2419427
",2016/1/7 17:24,0.8994,gp:AOqpTOH1_H9lXzuKvhZViYy3npGR00xObBs1qq-GEFzwzMn0E8RwtSAbMV6AolGwvNEaW-ez35uDbXTRWzhxHkg,Works on all of my devices except for this tablet. Can't get it past am initial login and refresh of an account and it never wants to clear out old data. Not happy. Works better through my web browser.,2019/11/28 1:02,,,,,,
